Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,Transfers and subsidies,Government investment,Top marginal income tax rate,Top marginal income and payroll tax rate,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Legal System & Property Rights,Money growth,Standard deviation of inflation,Inflation: Most recent year, Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),Mean tariff rate,Standard deviation of tariff rates,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to Trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
2012,GIN,Guinea,,,,7.25,,,,,,5.77,6.51,,,,,,,,,,,6.06,7.8,6.96,,,,,,,,,,,,,,,,,5.64,,,,,,,,,,,0,,,,,,
2012,GMB,"Gambia, The",6.87,77,3,8.69,9.58,0,7,7,7,6.21,6.3,4.95,5.31,5.6,3.33,5.83,5.09,6.22,6.07,7.34,5.39,9.85,8.84,9.15,5,8.21,5.24,7.18,7.01,6.48,5.97,6.92,6.45,10,6.83,7.69,6.75,7.09,7.5,10,2.92,8,6.97,10,5.52,7.64,6,10,10,8.19,5.28,2.22,7.3,5.15,8.33,5.79,5.68,6.95
2012,GNB,Guinea-Bissau,6.06,123,4,8.99,,7,10,,10,6.69,8.17,,2.87,,0.83,4.17,3.48,5.55,,,3.03,8.35,8.42,9.57,0,6.59,,7.62,7.29,7.45,,6.69,6.69,10,,0.77,0,0.38,6.13,8,9.41,10,9.14,3.33,,,8,2.52,0,3.46,,3.78,8.04,,6.91,7.67,6.6,6.4
2012,GRC,Greece,6.83,81,3,4.88,3.53,7,5,5,5,7.95,5.67,4.02,2.6,4.82,8.33,7.5,4.13,5.78,5.07,6.1,5.37,9.2,9.4,9.7,10,9.57,9.63,8.9,6.11,8.21,6.49,7.89,7.19,10,4.47,3.85,6.42,4.91,7.58,10,0.56,10,6.85,5.57,4.24,4.85,4,5.51,3,4.53,2.08,6,9.5,4.04,9.16,7.84,6.44,5.94
2012,GTM,Guatemala,7.45,37,1,8.5,9.85,10,7,4,5.5,9.37,8.64,3.38,3.99,4.72,6.67,3.3,3.39,9.3,2.99,1.61,4.29,9.27,9.03,9.24,10,9.39,9.29,8.86,7.4,8.52,5.86,7.68,6.77,10,5.96,8.46,7.97,7.46,8.19,10,8.11,9,9.04,5.57,5.4,7.56,6,1.27,3,4.8,4.22,6,8.82,4.53,8.42,6.35,6.39,6.74
2012,GUY,Guyana,6.39,107,3,6.75,,2,7,4,5.5,6.45,5.18,4.16,4.37,4.81,6.67,2.5,4.55,7.07,3,5.01,4.5,8.3,8.98,9.52,5,7.95,,7.82,5.12,6.47,5.5,7.2,6.35,10,5.48,6.67,3.65,5.27,7.02,10,3.56,9,7.52,10,6.34,7.6,10,5.68,10,8.27,4.62,4.44,9.23,3.19,7.71,7.13,6.05,7.28
2012,HKG,Hong Kong,8.88,1,1,8.13,9.43,8,10,10,10,6.83,8.48,8.81,7.84,8.5,8.33,8.33,6.46,6.8,8.79,7.8,7.96,8.28,9.29,9.19,10,9.19,9.99,10,10,10,8.08,9.35,8.71,10,8.53,7.69,10,8.74,9.36,10,10,10,10,10,8.05,8.41,10,9.5,10,9.33,6.54,10,9.91,8.02,9.73,9.13,8.89,9.4
2012,HND,Honduras,7.17,60,2,6.74,10,10,9,8,8.5,9.02,8.85,3.28,3.6,3.96,5,2.5,2.86,7.69,2.25,1.48,3.44,9.69,8.91,8.96,10,9.39,9.55,8.84,6.96,8.45,4.8,8.16,6.48,10,5.25,2.31,7.63,5.06,7.5,10,7.95,9,8.98,0,4.1,5.45,8,2.52,10,5.01,3.37,3.78,9.03,3.61,8.51,7.49,5.96,6.65
2012,HRV,Croatia,7.03,68,2,4.35,4.86,8,4,0,2,7.39,5.32,3.28,2.5,4.65,8.33,7.5,5.32,6.42,5.95,7.18,5.58,9.75,9.17,9.32,10,9.56,9.59,9,7.54,8.71,5.7,7.72,6.71,10,4.31,4.62,6.64,5.19,7.65,10,8.25,10,9.42,2.23,3.34,7.18,6,7.51,10,6.04,2.13,5.56,9.65,4.2,4.58,7.8,5.65,7.04
2012,HTI,Haiti,5.96,130,4,9.44,9.92,0,8,,8,7.82,7.03,1.73,2.11,1.89,0,2.5,3.88,2.63,3.27,3.2,2.23,7.57,7.17,8.74,5,7.12,,9.44,8.15,8.8,4.62,5.46,5.04,10,3.7,9.23,0,4.31,7.04,5,7.64,9,7.21,6.67,5.09,7.16,10,10,10,8.15,3.95,0,4.05,3.16,3.87,7.94,3.83,6.4
2012,HUN,Hungary,7.36,44,2,3.79,4.59,8,10,3,6.5,6.45,5.87,4.76,2.91,4.5,10,6.67,6.58,8.04,5.35,6.43,6.02,9.47,9.76,8.86,10,9.52,9.63,8.9,6.11,8.21,5.92,7.55,6.74,10,6.48,3.85,6.42,5.58,7.63,10,8.77,10,9.59,7.23,5.23,6.46,4,7.76,10,6.78,2.4,7.33,9.72,5.12,9.61,6.9,6.85,7.74
2012,IDN,Indonesia,6.89,76,2,7.65,8.72,10,8,7,7.5,5.83,7.94,4.43,4.85,5.11,4.17,5,1.71,6,5.04,5.63,4.42,8.55,7.94,9.14,10,8.91,9.22,8.6,5.88,7.9,5.51,7.3,6.4,10,6.05,1.54,1.22,2.93,6.81,5,9.59,10,8.2,2.23,5.45,5.97,10,0,5,4.78,4.88,4.44,8.12,3.95,8.18,7.1,6.11,6.36
2012,IND,India,6.63,94,3,7.15,9.11,10,8,7,7.5,6.73,8.1,6.24,4.66,5.63,6.67,6.67,2.59,6.87,4.95,6.08,5.49,9.42,9.35,8.14,0,6.73,7.75,7.26,3.2,6.07,5.63,7.57,6.6,10,5.74,0,0.33,2.02,6.17,2,8.82,10,6.94,10,5.24,7.15,10,6.3,10,8.11,3.47,3.11,8.23,3.6,3.4,7.28,4.85,6.63
2012,IRL,Ireland,8.09,6,1,3.44,4.98,10,5,3,4,8.26,6.14,8.92,6.18,7.87,10,10,3.93,8.45,8.53,7.47,7.93,9.73,9.3,9.66,10,9.67,9.63,8.9,6.11,8.21,6.57,8.87,7.72,10,8.8,8.46,8.74,8.67,8.65,8,5.93,10,7.98,8.9,5.39,6.08,10,7.46,10,7.97,4.92,10,9.68,8.09,7.57,9.1,8.22,8.06
2012,IRN,Iran,5.07,147,4,6.87,7.99,7,7,7,7,3.53,6.48,4.45,3.46,5.51,7.5,6.67,5.63,5.84,5.52,5.38,4.21,9.72,2.03,8.78,10,7.63,7.52,4.68,0,4.07,4.89,5.76,5.32,0,2.84,0,0,0.95,2.58,0,9.35,2,3.78,7.77,4.04,4.34,8,2.52,1,4.61,3.07,0.89,9.45,4.62,5.3,6.14,4.91,4.44
2012,IRQ,Iraq,,,,,,,,,,4.42,,,,,,,,,,,,9.45,6.07,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ISL,Iceland,7,71,2,2.35,7.42,8,4,3,3.5,6.89,5.63,7.6,6,6.97,10,10,6.78,9.14,8.52,8.55,8.17,9.39,8.44,8.96,0,6.7,9.73,8.9,1.4,6.68,5.06,8.76,6.91,10,3.23,0.77,6.42,3.47,6.77,5,7.2,10,7.4,5.57,7.2,5.14,8,10,10,7.65,4.89,7.78,9.79,8.16,9.62,8.43,8.11,7.72
2012,ISR,Israel,7.35,46,2,3.28,7.46,10,5,5,5,6.28,6.41,7.94,5.25,6.64,4.17,8.33,3.46,6.07,5.78,6.87,5.94,8.6,9.31,9.66,10,9.39,9.77,8.86,4.89,7.84,5.31,8.7,7.01,10,6.71,5.38,7.63,6.58,7.86,10,7.63,10,9.21,8.9,5.23,6.38,8,2.52,0,5.17,3.38,8.44,9.51,6.82,7.34,7.37,7.14,7.17
2012,ITA,Italy,7.38,43,2,4.68,3.44,10,5,2,3.5,9.64,6.25,4.52,2.35,5.44,10,6.67,3.6,8.25,6.68,5.83,5.93,9.63,9.63,9.39,10,9.66,9.63,8.9,6.11,8.21,5.56,7.45,6.5,10,3.88,6.92,6.42,5.74,7.61,10,8.29,10,9.43,7.23,2.59,3.43,8,10,10,6.88,1.93,6.89,9.63,4.38,6.77,6.98,6.1,7.47
2012,JAM,Jamaica,7.16,61,2,7.09,9.38,7,9,5,7,7.9,7.67,5.72,3.95,5.52,10,3.33,2.76,6.2,4.42,2.19,4.72,8.42,7.4,8.62,10,8.61,8.2,8.48,5.68,7.45,6.4,7.43,6.91,10,6.25,0,7.85,4.7,7.27,10,6.4,9,8.47,8.9,5.64,7.03,10,6.55,10,8.02,3.01,5.11,9.74,4.29,8.34,5.87,6.06,7.52
2012,JOR,Jordan,7.46,35,1,6.18,7.45,10,10,8,9,5.46,7.62,5.72,5.59,7.21,7.5,6.67,3.38,7.14,7.55,8.12,4.85,9.85,7.99,9.05,10,9.22,9.27,7.82,4.07,7.05,5.74,8.14,6.94,10,5.93,6.92,10,7.62,7.9,10,2.88,10,7.63,8.9,4.97,6.96,10,10,10,8.47,4.7,4.22,9.38,6.28,8.87,8.31,6.96,7.69
2012,JPN,Japan,7.7,20,1,4.35,3.72,8,5,5,5,8.79,5.97,8.27,5.66,8.02,8.33,8.33,5.8,7.85,7.94,7.03,7.34,9.65,9.73,9.99,10,9.84,9.6,9.08,2.73,7.14,4.92,8.56,6.74,10,6.49,3.85,6.75,5.7,7.39,8,6.35,10,8.12,8.9,3.17,8.06,10,10,10,8.36,3.99,9.11,9.22,8.23,7.72,6.3,7.43,7.97
2012,KAZ,Kazakhstan,7.05,67,2,5.85,9.03,6,10,8,9,5.2,7.02,3.98,4.58,5.43,8.33,5.83,6.34,9.53,4.88,6.99,6.1,8.11,6.76,8.98,10,8.46,7.75,8.1,5.52,7.12,5.85,0.69,3.27,10,5.27,2.31,0,2.53,5.73,8,10,10,9.33,10,6,7.61,10,9.25,3,7.64,4.44,6,9.61,4.85,8.2,7.89,6.83,7.94
2012,KEN,Kenya,7.08,65,2,7.32,9.88,6,8,8,8,7.62,7.76,4.95,4.63,4.85,6.67,3.33,4.09,7.21,4.48,3.95,4.72,8.78,8.22,8.12,10,8.78,7.93,7.42,5.2,6.85,4.61,6.36,5.49,10,5.46,3.85,3.54,4.28,6.66,10,6.57,9,8.52,7.77,6.23,6.9,8,9.63,10,8.09,4.32,3.33,8.57,3.52,8.53,6.55,5.8,7.47
2012,KGZ,Kyrgyz Republic,6.63,94,3,6.79,8.55,7,10,7,8.5,6.62,7.49,1.98,2.63,3.16,3.9,,6.26,9.79,3.26,5.36,4.46,7.54,6.45,9.46,10,8.36,8.61,9.08,7.99,8.56,5.37,0.32,2.84,10,4.57,3.08,6.2,4.62,6.5,8,4.88,8,6.96,5,5.56,7.57,10,7.76,1,6.15,3.62,3.33,9.72,2.61,8.37,7.65,5.88,6.33
2012,KHM,Cambodia,6.83,81,3,9.79,9.6,2,10,10,10,5.62,7.4,2.95,4.18,4.41,5.9,,1.82,7.5,3.83,5.91,4.56,9.38,8.24,9.41,10,9.26,8.64,7.82,6.56,7.67,5.42,6.82,6.12,10,6.37,7,0.33,4.57,7.09,,6.21,,6.21,5.57,6.19,6.86,10,6.3,5,6.65,4.18,2.89,5,3.15,4.94,8.06,4.7,5.86
2012,KOR,"Korea, South",7.46,35,1,5.06,7.17,8,6,6,6,6.79,6.6,4.24,3.81,5.91,6.67,8.33,8.11,8.15,6.26,6.47,6.32,9.09,9.54,9.56,10,9.55,9.58,7.34,0,5.64,5.12,9.06,7.09,10,5.51,6.92,10,7.48,7.55,8,10,10,9.33,6.67,4.09,6.98,8,2.52,0,4.71,3.74,10,9.67,5.26,9.78,7.9,7.72,7.26
2012,KWT,Kuwait,6.74,87,3,0.26,7.75,6,10,10,10,2.35,5.27,6.59,4.61,6.7,8.33,8.33,5.06,8.95,6.26,8.2,5.71,8.88,3.23,9.43,10,7.89,9.64,9.06,7.89,8.86,4.87,7.64,6.26,10,3.32,5,4.09,4.14,7.31,10,10,9,9.67,10,4.32,7.35,6,4.39,10,7.01,1.98,1.33,8.71,5.34,8.62,8.9,5.81,7.5
2012,LAO,Laos,,,,,,,,,,1.57,,,,,,,,,,,,6.1,,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,
2012,LBN,Lebanon,7,71,2,7.91,7.28,10,9,,9,6.9,8.22,2.19,2.49,4.87,3.33,6.67,3.16,7.59,3.6,5.36,3.88,9.32,9.12,9.04,10,9.37,8.95,8.74,3.88,7.19,5.39,6.45,5.92,10,4.78,1.54,9.07,5.13,7.06,10,0,10,6.67,5.57,5.3,6.83,10,10,10,7.95,3.21,0.67,8.79,2.31,6.27,7.98,4.87,6.5
2012,LBR,Liberia,,,,,,,,,,8.3,,,,,,,,,,,,8.16,,8.63,,,,,,,,,,,,,,,,8,,,,,,,,,,,,2.44,,,,,,
2012,LBY,Libya,,,,0,,0,,,,4.96,1.65,,,,,,,,,,,7.92,0.53,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2012,LKA,Sri Lanka,6.59,97,3,8.69,9.29,7,9,8,8.5,5.02,7.7,4.89,5.45,5.62,3.33,4.17,3.61,7.34,4.91,6.99,5.15,9.14,8.34,8.49,0,6.49,6.79,8.02,3.98,6.26,5,7.43,6.21,10,6.78,0,8.52,5.1,6.89,5,7.16,10,7.39,10,3.23,6.94,8,0,10,6.36,4.08,5.33,9.53,4.33,7.85,7.65,6.46,6.74
2012,LSO,Lesotho,6.33,110,3,3.67,8.95,0,7,,7,7.45,5.41,4.15,4.15,3.79,7,,3.93,6.33,4.8,4.1,4.6,8.84,9.05,8.78,5,7.92,0,7.96,4.04,4,5.38,5.5,5.44,10,6.75,2.31,6.31,5.12,6.14,10,10,10,10,7.77,4.76,5.68,8,6.55,10,7.12,4.63,4.44,8.95,4.84,4.03,6.37,5.54,7.56
2012,LTU,Lithuania,7.52,29,1,5.37,6.06,7,10,4,7,10,7.09,4.52,3.83,5.41,8.33,6.67,6.77,9.69,5.4,6.88,6.39,8.73,8.15,8.63,10,8.88,9.63,8.9,6.11,8.21,5.74,8.76,7.25,10,5.25,3.08,6.42,4.91,7.6,10,3.83,10,7.94,8.33,3.46,8.2,8,6.26,10,7.37,3.41,9.78,9.78,5.63,9.17,8.04,7.64,7.65
2012,LUX,Luxembourg,7.63,26,1,1.38,3.23,8,4,3,3.5,8.46,4.91,7.77,6.97,8.38,10,10,7.46,6.18,8.37,8.75,8.21,8.47,9.1,9.47,10,9.26,9.63,8.9,6.11,8.21,7.08,9.06,8.07,10,8.42,3.85,6.42,6.23,8.13,8,9.67,10,9.22,2.23,3.85,6.21,4,8.5,10,5.8,5.36,7.11,9.32,8.31,8.32,9.38,7.97,7.66
2012,LVA,Latvia,7.66,23,1,5.24,6.37,8,9,3,6,9.17,6.96,4.85,3.45,5.57,8.33,8.33,5.53,9,5.63,7.4,6.46,9.05,7.25,9.55,10,8.96,9.63,8.9,6.11,8.21,6.21,8.64,7.43,10,6.5,6.92,6.42,6.61,8.06,8,10,10,9.33,2.23,5.38,7.97,8,7.76,10,6.89,4,9.33,9.58,5.43,8.41,7.04,7.3,7.84
2012,MAR,Morocco,6.55,103,3,4.62,7.04,8,5,3,4,6.85,6.1,3.98,4.25,6.35,6.67,7.5,5.09,6.93,6.13,7.12,5.48,9.82,8.98,9.74,0,7.14,9.13,7.42,1.85,6.13,6.43,8.24,7.34,10,7.19,0.77,7.19,5.05,7.13,8,7.54,8,7.85,1.1,4.46,7.2,8,5.29,10,6.01,4.23,5.33,9.55,5.31,8.94,7.4,6.79,6.88
2012,MDA,Moldova,6.6,96,3,6.67,6.35,6,10,4,7,6.44,6.49,1.54,2.6,3.62,6.67,7.5,6.19,9.59,3.4,6.68,5.11,8.28,8.61,9.07,5,7.74,9.23,9.08,7.7,8.67,5.6,5.3,5.45,10,4.76,0,4.65,3.13,6.81,8,8.71,10,8.9,5.57,4.39,7.41,6,6.79,3,5.53,3.07,6,9.69,3.39,6.05,7.97,6.03,6.82
2012,MDG,Madagascar,6.49,105,3,8.87,9.98,10,9,7,8,8.21,9.01,1.9,3.11,3.25,1.67,4.17,2.42,5.22,2.95,4.22,2.99,8.97,9.47,8.73,5,8.04,8.64,7.64,7.26,7.85,4.56,7.01,5.79,10,5.45,0,0,1.82,6.36,10,8.05,5,7.68,1.1,5.49,6.82,8,7.12,1,4.92,3.86,2.44,9.61,3.3,6.31,7.95,5.58,6.06
2012,MEX,Mexico,6.66,93,3,7.18,6.62,7,8,4,6,6.67,6.69,3.91,3.91,5.32,5.8,2.5,5.57,6.86,3.29,2.99,4.46,8.71,9.52,9.18,5,8.1,9.8,8.44,2.61,6.95,5.72,8.56,7.14,10,6.75,1.54,4.09,4.13,7.05,8,8.44,10,8.81,6.67,3.95,6.51,8,4.82,3,5.49,3.37,7.56,9.6,4.16,8.94,6.26,6.65,6.98
2012,MKD,Macedonia (North Macedonia),7.29,51,2,5.84,4.55,8,10,7,8.5,8.22,7.02,3.62,3.66,5.77,5.1,,4.16,8.33,5.66,6.52,5.25,9.45,8.95,9.34,5,8.18,9.54,8.6,6.53,8.22,5.53,8.47,7,10,5.77,3.08,7.63,5.49,7.68,10,8.54,10,9.51,7.23,5.26,7.56,8,7.76,10,7.63,4.68,9.33,9.92,5.74,8.52,8.67,7.81,8.32
2012,MLI,Mali,6.03,128,4,6.48,9.88,8,5,2,3.5,7.75,7.12,2.72,3.72,3.78,4.2,5,2.63,5.51,4.11,3.78,3.53,8.15,8.4,8.91,0,6.37,8.17,7.62,7.29,7.69,4.37,5.99,5.18,10,4.64,0.77,2.32,2.58,6.36,8,10,10,9.33,6.67,5.18,6.62,8,7.57,0,5.67,3.92,3.11,7.87,2.18,7.33,6.97,5.23,6.75
2012,MLT,Malta,7.83,13,1,4.09,5.94,10,7,7,7,,6.76,6.3,4.89,7.55,10,8.33,4.48,8.04,7.14,7.95,7.19,8.56,9.8,9.52,10,9.47,9.63,8.9,6.11,8.21,6.33,8.68,7.5,10,6.76,6.92,6.42,6.7,8.1,10,7.65,10,9.22,6.1,4.82,7.22,6,10,10,7.36,3.94,4.89,8.62,5.06,6.99,8.44,6.32,7.63
2012,MMR,Myanmar,5.27,143,4,4.69,10,4,8,5,6.5,3.49,5.74,3.06,2.38,2.52,2.5,5,1.87,5.5,3.29,3.3,3.15,7.61,8.52,9.71,0,6.46,7.86,8.88,7.31,8.02,4.95,6.38,5.67,10,3.78,0,0,1.26,6.24,0,5.87,10,5.29,0,5.41,7.62,10,6.26,0,4.88,2.85,1.33,2.51,2.1,7.3,8.26,4.06,4.74
2012,MNE,Montenegro,7.24,55,2,6.21,,7,10,5,7.5,6.77,6.87,4.4,4.51,5.37,7.8,,4.8,7.66,6.09,6.93,5.83,9.43,8.5,9.17,5,8.03,7.8,9.14,7.61,8.18,5.42,8.12,6.77,10,6.01,6.92,4.98,5.97,7.73,10,8.83,10,9.61,5.57,5.08,6.53,8,7.76,10,7.16,4.32,6.89,9.66,5.09,6.24,6.41,6.44,7.73
2012,MNG,Mongolia,6.98,74,2,5.79,6.39,10,10,8,9,6.63,7.56,3.11,3.14,4.26,8.33,6.67,6.24,9.11,4.55,6.24,5.53,6.84,6.54,7,10,7.6,8.77,9,9.72,9.16,5.34,2.93,4.14,10,5.77,6.67,0.44,4.29,6.9,,7.44,10,8.72,8.9,5.09,7.95,8,9.25,3,7.03,3.11,4.67,9.63,3.84,7.87,7.85,6.16,7.3
2012,MOZ,Mozambique,5.79,135,4,5.28,9.02,4,7,5,6,4.93,5.85,2.59,3.43,4.1,6.67,5,0,6.73,3.61,4.91,4.04,7.58,8.25,9.58,0,6.35,8.89,7.98,7.05,7.97,5.3,6.84,6.07,10,6.27,0,0.89,2.39,6.61,10,7.89,10,9.3,3.33,4.34,4.82,6,0,0,3.08,4.06,2.67,9.39,3.51,8.33,7.42,5.9,6.09
2012,MRT,Mauritania,5.81,134,4,3.15,,8,5,5,5,7.1,5.81,2.36,3.01,2.95,3.33,4.17,6.27,7.53,3.28,7.21,3.69,8.21,5.17,9.01,5,6.85,,8.08,7.2,7.64,4.36,5.19,4.78,10,3.88,3.33,0,2.4,6.2,10,10,9,9.67,5.57,4.44,6.59,8,7.94,5,6.26,3.9,0.22,7.88,2.49,4.73,2.2,3.57,6.5
2012,MUS,Mauritius,8.11,5,1,7.26,8.52,7,10,8,9,8.29,8.01,6.67,6.04,6.8,8.9,,4.96,6.23,5.92,6.95,6.56,9.48,9.02,9.23,10,9.43,9.76,9.78,8.47,9.34,6.34,8.7,7.52,10,6.9,4.62,8.74,6.75,8.4,8,9.58,10,9.19,10,5.06,6.07,8,7.53,10,7.78,4.75,9.78,9.77,5.7,6.82,8.3,7.52,8.16
2012,MWI,Malawi,6.16,119,4,7.67,9.81,2,8,5,6.5,6.09,6.42,4.96,4.81,4.71,6.67,4.2,2.21,8.04,4.9,4.77,4.84,7.87,7.77,5.75,5,6.6,8.73,7.46,5.58,7.26,5.09,4.63,4.86,8.74,5.56,1.54,6.64,4.58,6.36,8,6.54,8,7.51,4.43,5.06,7,10,5.68,10,7.03,4.5,2.67,7.46,3.78,4.76,8.04,5.2,6.58
2012,MYS,Malaysia,6.79,84,3,5.38,8.45,2,8,8,8,4.51,5.67,5.91,6.5,7,8.33,6.67,5.59,8.65,6.52,5.99,5.66,8.87,7.45,9.67,0,6.5,9.81,8.7,2.28,6.93,6.32,8.74,7.53,10,7.06,0.77,10,5.94,7.6,10,8.58,10,9.53,10,5.78,7.46,10,4.24,10,7.91,6.04,10,9.73,6.01,8.77,8.51,8.18,8.54
2012,NAM,Namibia,6.72,88,3,3.61,8.85,10,6,6,6,5.32,6.76,6.18,5.39,6.81,10,8.33,4.82,4.44,5.06,4.76,6.2,9.2,8.76,8.69,0,6.67,1.68,8.48,5.2,5.12,5.49,6.82,6.16,10,6.11,1.54,4.54,4.06,6.33,10,7.89,9,8.96,10,3.14,6.46,8,8.27,10,7.65,4.21,5.78,7.73,4.86,8.86,6.48,6.32,7.64
2012,NER,Niger,5.52,137,4,6.61,9.84,6,7,3,5,7.64,7.02,,4.25,,3.33,3.33,2.74,6.38,,,3.53,7.53,8.89,9.91,0,6.58,3.82,7.62,7.29,6.24,,1.51,1.51,10,,0,0,0,4.44,8,9.34,10,9.11,1.67,,,6,9.4,0,4.27,,2.22,6.88,,2.91,6.97,4.75,6.04
2012,NGA,Nigeria,6.39,107,3,8.15,9.71,8,9,5,7,5.02,7.58,3.68,4.02,4.07,3.33,3.33,2.1,3.54,3.23,3.23,3.27,9.42,7.87,7.56,5,7.46,,7.66,6.86,7.26,5.13,6.26,5.7,10,6.26,5,0,3.75,6.68,10,9.6,9,9.53,7.77,6.34,7.11,10,6.05,10,7.88,4.24,1.78,8.49,2.52,4.03,0,3.51,6.97
2012,NIC,Nicaragua,7.18,58,2,7.29,10,7,8,8,8,6.14,7.69,2.73,3.8,3.89,5,5.83,5.75,7.43,4.81,5.23,4.69,7.71,7.69,8.56,10,8.49,9.54,8.86,7.04,8.48,4.37,7.16,5.76,10,5.21,5.38,10,6.86,7.78,10,10,9,9.67,6.67,4.88,5.72,4,6.26,10,6.25,4.34,3.56,8.04,4.27,7.08,7.68,5.83,7.25
2012,NLD,Netherlands,7.7,20,1,0.47,2.87,8,3,3,3,7.56,4.38,8.63,7.42,8.28,10,10,5.14,7.95,8.49,7.44,8.15,9.02,9.57,9.51,10,9.52,9.63,8.9,6.11,8.21,6.84,9.2,8.02,10,7.24,9.23,6.42,7.63,8.47,8,8.87,10,8.96,6.67,3.62,4.51,6,10,10,6.8,4.99,9.11,9.82,8.24,8.22,8.62,8.17,7.97
2012,NOR,Norway,7.64,24,1,1.62,5.13,8,7,4,5.5,6.49,5.35,8.76,7.25,8.27,10,10,7.75,9.12,8.41,7.77,8.59,9.98,7.93,9.86,10,9.44,9.89,8.4,0,6.1,5.9,9.06,7.48,10,6.58,4.62,6.53,5.91,7.37,10,10,10,10,3.9,2.85,4.51,4,10,1,4.38,4.28,7.56,9.74,8.51,8.65,9.07,7.97,7.45
2012,NPL,Nepal,6.07,122,4,8.15,9.42,7,5,,5,6.34,7.18,3.83,3.28,4.1,2.6,,3.37,8.33,4.47,3.76,3.75,8.74,8.75,8.11,0,6.4,5.66,7.54,5.87,6.36,4.94,4.21,4.58,10,3.96,0,10,4.65,6.4,8,9.84,7,8.28,3.33,3.73,5.25,10,2.6,10,5.82,3.48,4.89,9.09,3.02,8.12,6.35,5.82,6.64
2012,NZL,New Zealand,8.53,2,1,4.44,5.95,8,7,7,7,7.93,6.66,9.46,7.77,8.23,10,9.17,7.18,9.95,9.06,8.06,8.76,9.5,9.17,9.82,10,9.62,8.86,9.6,8.96,9.14,7.83,8.76,8.3,10,6.98,6.92,5.86,6.59,8.51,10,9.75,10,9.92,8.9,5.17,8.08,10,10,10,8.69,5.49,10,9.98,9.16,9.34,8.3,8.71,9.11
2012,OMN,Oman,6.99,73,2,0,8.45,0,10,10,10,3.59,4.41,7.14,6.58,7.67,8.33,8.33,5.14,8.71,7.97,8.76,6.05,8.79,2.01,9.42,10,7.56,9.43,9.06,7.14,8.55,6.74,8.76,7.75,10,6.63,5.83,7.85,6.77,8.27,10,9.82,10,9.94,10,5.29,7.63,6,10,10,8.15,6.19,7.78,9.03,7.71,8.02,9.24,7.99,8.7
2012,PAK,Pakistan,6.05,125,4,8.44,9.23,6,10,10,10,5.97,7.93,5.1,3.46,3.91,2.5,5.83,3.55,6.52,3,3.03,3.57,8.33,7.69,8.06,0,6.02,7.81,7.3,5.57,6.9,5.28,7.28,6.28,10,5.32,0.77,0.77,2.29,6.37,8,6.09,10,8.03,2.23,5.54,6.25,8,2.6,10,5.77,3.98,5.11,9.22,3.03,6.95,3.53,5.3,6.37
2012,PAN,Panama,7.36,44,2,7.44,8.56,7,9,4,6.5,7.87,7.47,2.83,4.55,6.39,7.5,5,2.26,8.69,6.18,4.46,5.22,9.41,7.25,8.86,10,8.88,8.94,8.6,6.02,7.85,5.83,8.76,7.3,10,7.87,10,5.31,7.73,8.22,8,8.88,10,8.96,2.23,4.52,6.19,4,4.13,10,5.18,5.08,7.33,9.73,4.74,9.18,5.33,6.9,7.01
2012,PER,Peru,7.53,28,1,7.74,9.64,7,8,4,6,7.87,7.65,2.56,3.49,4.5,7.5,5,5.08,8.79,2.98,3.61,4.84,8.84,9.16,9.27,10,9.32,9.62,9.26,8.14,9.01,5.47,8.1,6.78,10,6.92,7.69,9.62,8.08,8.47,8,10,8,8.67,3.9,3.57,7.13,10,7.04,10,6.94,3.23,8.44,9.09,4.26,7.9,6.72,6.61,7.4
2012,PHL,Philippines,7.27,52,2,8.12,9.26,10,7,7,7,8.65,8.6,3.61,4.24,5.58,5,4.17,3.42,7.69,4.61,5.21,4.42,9.19,9.13,9.37,10,9.42,7.18,8.76,6.88,7.61,5.66,8.03,6.85,10,5.99,0.77,0.22,2.33,6.69,8,9.55,10,9.18,4.43,3.84,5.88,10,2.52,10,6.11,3.66,4.89,8.67,3.79,9.52,7.84,6.39,7.23
